1,1833
1001,35209
2001,64708
3001,91541
4001,118333
5001,146708
6001,178250
7001,205333
8001,265208
9001,266084
10001,294375
11001,327000
12001,119458
13001,65041
14001,42625
15001,39542
16001,42417
17001,45500
18001,47458
19001,80167
20001,53167
21001,56666
22001,54541
23001,57083
24001,209750
25001,111208
26001,71208
27001,148375
28001,75334
29001,75083
30001,107125
31001,31625
32001,32709
33001,33666
34001,34667
35001,35458
36001,36917
37001,37708
38001,38667
39001,40667
40001,42042
41001,40167
42001,41250
43001,42417
44001,43708
45001,44291
46001,44459
47001,46875
48001,46459
49001,47334
50001,48292
51001,49417
52001,50167
53001,50292
54001,51125
55001,51875
56001,52875
57001,54000
58001,54791
59001,126083
60001,56833
61001,57708
62001,58542
63001,62583
64001,62042
65001,61834
66001,63458
67001,63666
68001,64333
69001,65958
70001,130167
71001,69958
72001,73833
73001,68875
74001,69750
75001,71375
76001,71667
77001,72625
78001,73667
79001,74459
80001,76792
81001,76584
82001,77500
83001,78292
84001,153292
85001,80000
86001,81042
87001,83292
88001,82833
89001,83750
90001,87833
91001,93000
92001,86583
93001,92625
94001,88750
95001,89709
96001,90417
97001,93917
98001,92792
99001,95542
100001,94125
101001,95041
102001,96166
103001,97000
104001,97917
105001,99208
106001,99750
107001,100584
108001,102709
109001,108875
110001,103833
111001,104459
112001,105250
113001,109709
114001,107250
115001,108084
116001,109083
117001,110042
118001,111125
119001,111916
120001,114000
121001,115625
122001,115583
123001,118750
124001,440084
125001,184375
126001,118709
127001,119417
128001,132167
129001,131000
130001,132667
131001,199458
132001,138000
133001,137875
134001,277791
135001,135750
136001,127833
137001,128584
138001,129666
139001,130625
140001,176041
141001,137500
142001,133416
143001,134584
144001,135833
145001,136250
146001,144875
147001,149041
148001,149333
149001,150292
150001,146334
151001,157417
152001,148541
153001,151334
154001,145292
155001,146084
156001,152584
157001,161125
158001,148250
159001,930166
160001,167292
161001,156666
162001,161167
163001,160625
164001,157458
165001,157833
166001,164625
167001,169959
168001,159167
169001,173125
170001,164250
171001,179125
172001,174875
173001,172917
174001,165625
175001,171834
176001,168667
177001,173500
178001,171750
179001,189500
180001,169792
181001,179500
182001,170875
183001,171792
184001,172792
185001,174375
186001,243792
187001,182542
188001,176500
189001,178250
190001,178292
191001,179333
192001,187459
193001,181541
194001,183041
195001,191458
196001,183959
197001,185459
198001,188708
199001,186750
200001,188750
201001,189042
202001,189542
203001,191000
204001,191500
205001,200041
206001,193375
207001,194250
208001,197792
209001,196292
210001,197125
211001,206750
212001,209166
213001,273500
214001,214042
215001,210333
216001,204042
217001,203667
218001,205000
219001,215292
220001,210209
221001,222791
222001,220917
223001,222250
224001,223291
225001,212708
226001,212542
227001,213333
228001,233000
229001,215500
230001,215750
231001,243791
232001,223917
233001,219334
234001,225208
235001,239416
236001,227042
237001,228250
238001,224541
239001,224833
240001,296833
241001,227084
242001,227250
243001,231500
244001,241916
245001,229958
246001,234542
247001,232208
248001,233541
249001,233667
250001,237833
251001,235542
252001,236416
253001,238250
254001,238375
255001,240416
256001,251458
257001,255875
258001,242250
259001,243416
260001,244209
261001,256084
262001,246250
263001,246625
264001,248209
265001,316042
266001,249750
267001,266792
268001,283166
269001,252916
270001,253750
271001,265959
272001,255583
273001,256667
274001,267708
275001,263500
276001,263792
277001,260791
278001,268000
279001,330375
280001,267500
281001,275875
282001,269500
283001,285292
284001,278459
285001,273833
286001,270500
287001,284834
288001,270875
289001,307500
290001,273042
291001,278333
292001,273708
293001,367125
294001,276125
295001,296083
296001,277500
297001,293250
298001,279625
299001,298291
300001,281667
301001,286958
302001,299500
303001,301500
304001,294875
305001,295625
306001,292083
307001,359459
308001,302083
309001,291042
310001,305708
311001,291875
312001,293083
313001,294750
314001,299291
315001,305292
316001,302292
317001,297250
318001,319666
319001,315667
320001,305583
321001,386958
322001,306334
323001,310375
324001,304000
325001,318500
326001,354250
327001,308375
328001,307666
329001,309542
330001,309500
331001,311625
332001,311417
333001,312292
334001,314042
335001,379416
336001,316208
337001,316542
338001,317333
339001,318833
340001,319500
341001,340834
342001,320916
343001,323833
344001,326541
345001,335292
346001,334958
347001,325958
348001,328875
349001,396625
350001,330333
351001,349792
352001,331125
353001,348750
354001,346250
355001,337125
356001,334917
357001,338625
358001,337042
359001,338208
360001,342791
361001,356375
362001,357875
363001,445625
364001,345250
365001,343500
366001,371709
367001,345542
368001,346375
369001,366917
370001,353375
371001,348333
372001,349208
373001,350375
374001,352667
375001,365334
376001,353541
377001,456292
378001,355500
379001,371500
380001,358083
381001,358209
382001,358958
383001,359542
384001,411000
385001,362834
386001,376667
387001,375875
388001,364208
389001,365125
390001,382958
391001,439583
392001,368375
393001,384916
394001,370000
395001,371083
396001,388667
397001,373125
398001,389250
399001,383041
400001,375375
401001,388125
402001,393209
403001,379208
404001,406750
405001,380709
406001,414916
407001,401375
408001,400916
409001,385292
410001,388125
411001,385833
412001,387000
413001,387709
414001,388667
415001,389958
416001,390750
417001,424000
418001,395542
419001,504625
420001,464542
421001,478833
422001,498958
423001,654833
424001,453541
425001,459750
426001,518375
427001,436917
428001,442250
429001,419708
430001,593208
431001,410042
432001,507709
433001,421625
434001,471542
435001,941875
436001,469958
437001,658083
